Square_ID,target_2019
4e3c3896-14ce-11ea-bce5-f49634744a41,-0.17353046
4e3c3897-14ce-11ea-bce5-f49634744a41,-0.17912257
4e3c3898-14ce-11ea-bce5-f49634744a41,0.0132033825
4e3c3899-14ce-11ea-bce5-f49634744a41,0.052934825
4e3c389a-14ce-11ea-bce5-f49634744a41,0.061984837
4e3c389b-14ce-11ea-bce5-f49634744a41,0.06633133
4e3c389c-14ce-11ea-bce5-f49634744a41,0.099257946
4e3c389d-14ce-11ea-bce5-f49634744a41,0.099257946
4e3c389e-14ce-11ea-bce5-f49634744a41,0.04391092
4e3c389f-14ce-11ea-bce5-f49634744a41,-0.17969489
4e3c38a0-14ce-11ea-bce5-f49634744a41,-0.17912257
4e3c38a1-14ce-11ea-bce5-f49634744a41,-0.17912257
4e3c38a2-14ce-11ea-bce5-f49634744a41,0.013821185
4e3c38a3-14ce-11ea-bce5-f49634744a41,0.055133104
4e3c38a4-14ce-11ea-bce5-f49634744a41,0.061984837
4e3c38a5-14ce-11ea-bce5-f49634744a41,0.0888226
4e3c38a6-14ce-11ea-bce5-f49634744a41,0.092029095
4e3c38a7-14ce-11ea-bce5-f49634744a41,0.099257946
4e3c38a8-14ce-11ea-bce5-f49634744a41,0.04391092
4e3c38a9-14ce-11ea-bce5-f49634744a41,0.04391092
4e3c38aa-14ce-11ea-bce5-f49634744a41,0.04391092
4e3c38ab-14ce-11ea-bce5-f49634744a41,0.04391092
4e3c38ac-14ce-11ea-bce5-f49634744a41,0.027026117
4e3c38ad-14ce-11ea-bce5-f49634744a41,0.0432989
4e3c38ae-14ce-11ea-bce5-f49634744a41,-0.18088216
4e3c38af-14ce-11ea-bce5-f49634744a41,0.17365915
4e3c38b0-14ce-11ea-bce5-f49634744a41,0.041782558
4e3c38b1-14ce-11ea-bce5-f49634744a41,0.043980837
4e3c38b2-14ce-11ea-bce5-f49634744a41,0.05083257
4e3c38b3-14ce-11ea-bce5-f49634744a41,0.05517906
4e3c38b4-14ce-11ea-bce5-f49634744a41,0.09618366
4e3c38b5-14ce-11ea-bce5-f49634744a41,0.08954924
4e3c38b6-14ce-11ea-bce5-f49634744a41,0.034202278
4e3c38b7-14ce-11ea-bce5-f49634744a41,0.040836632
4e3c38b8-14ce-11ea-bce5-f49634744a41,0.03360778
4e3c38b9-14ce-11ea-bce5-f49634744a41,0.03360778
4e3c38ba-14ce-11ea-bce5-f49634744a41,0.02259469
4e3c38bb-14ce-11ea-bce5-f49634744a41,0.014586449
4e3c38bc-14ce-11ea-bce5-f49634744a41,0.036261976
4e3c38bd-14ce-11ea-bce5-f49634744a41,0.04395491
4e3c38be-14ce-11ea-bce5-f49634744a41,0.04395491
4e3c38bf-14ce-11ea-bce5-f49634744a41,0.043490827
4e3c38c0-14ce-11ea-bce5-f49634744a41,0.043980837
4e3c38c1-14ce-11ea-bce5-f49634744a41,0.043980837
4e3c38c2-14ce-11ea-bce5-f49634744a41,0.05083257
4e3c38c3-14ce-11ea-bce5-f49634744a41,0.05517906
4e3c38c4-14ce-11ea-bce5-f49634744a41,0.09618366
4e3c38c5-14ce-11ea-bce5-f49634744a41,0.08954924
4e3c38c6-14ce-11ea-bce5-f49634744a41,0.034202278
4e3c38c7-14ce-11ea-bce5-f49634744a41,0.026973367
4e3c38c8-14ce-11ea-bce5-f49634744a41,0.03360778
4e3c38c9-14ce-11ea-bce5-f49634744a41,0.030807078
4e3c38ca-14ce-11ea-bce5-f49634744a41,-0.007410705
4e3c38cb-14ce-11ea-bce5-f49634744a41,-0.009011328
4e3c38cc-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c38cd-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c38ce-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c38cf-14ce-11ea-bce5-f49634744a41,0.045689046
4e3c38d0-14ce-11ea-bce5-f49634744a41,0.039637864
4e3c38d1-14ce-11ea-bce5-f49634744a41,0.039637864
4e3c38d2-14ce-11ea-bce5-f49634744a41,0.046489656
4e3c38d3-14ce-11ea-bce5-f49634744a41,0.04795021
4e3c38d4-14ce-11ea-bce5-f49634744a41,0.08232039
4e3c38d5-14ce-11ea-bce5-f49634744a41,0.08232039
4e3c38d6-14ce-11ea-bce5-f49634744a41,0.026973367
4e3c38d7-14ce-11ea-bce5-f49634744a41,0.026973367
4e3c38d8-14ce-11ea-bce5-f49634744a41,0.02455777
4e3c38d9-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c38da-14ce-11ea-bce5-f49634744a41,-0.009011328
4e3c38db-14ce-11ea-bce5-f49634744a41,-0.009011328
4e3c38dc-14ce-11ea-bce5-f49634744a41,-0.013197839
4e3c38dd-14ce-11ea-bce5-f49634744a41,0.045689046
4e3c38de-14ce-11ea-bce5-f49634744a41,0.045689046
4e3c38df-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c38e0-14ce-11ea-bce5-f49634744a41,0.036261976
4e3c38e1-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c38e2-14ce-11ea-bce5-f49634744a41,0.032409012
4e3c38e3-14ce-11ea-bce5-f49634744a41,0.039637864
4e3c38e4-14ce-11ea-bce5-f49634744a41,0.046489656
4e3c38e5-14ce-11ea-bce5-f49634744a41,0.048544645
4e3c38e6-14ce-11ea-bce5-f49634744a41,0.08232039
4e3c38e7-14ce-11ea-bce5-f49634744a41,0.12379402
4e3c38e8-14ce-11ea-bce5-f49634744a41,0.026973367
4e3c38e9-14ce-11ea-bce5-f49634744a41,0.02455777
4e3c38ea-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c38eb-14ce-11ea-bce5-f49634744a41,0.030807078
4e3c38ec-14ce-11ea-bce5-f49634744a41,-0.009011328
4e3c38ed-14ce-11ea-bce5-f49634744a41,-0.00924623
4e3c38ee-14ce-11ea-bce5-f49634744a41,-0.015613675
4e3c38ef-14ce-11ea-bce5-f49634744a41,-0.0090046525
4e3c38f0-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c38f1-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c38f2-14ce-11ea-bce5-f49634744a41,0.038677573
4e3c38f3-14ce-11ea-bce5-f49634744a41,0.038677573
4e3c38f4-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c38f5-14ce-11ea-bce5-f49634744a41,0.032409012
4e3c38f6-14ce-11ea-bce5-f49634744a41,0.032409012
4e3c38f7-14ce-11ea-bce5-f49634744a41,0.039260805
4e3c38f8-14ce-11ea-bce5-f49634744a41,0.04795021
4e3c38f9-14ce-11ea-bce5-f49634744a41,0.12379402
4e3c38fa-14ce-11ea-bce5-f49634744a41,0.12379402
4e3c38fb-14ce-11ea-bce5-f49634744a41,0.03360778
4e3c38fc-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c38fd-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c38fe-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c38ff-14ce-11ea-bce5-f49634744a41,-0.009011328
4e3c3900-14ce-11ea-bce5-f49634744a41,-0.009011328
4e3c3901-14ce-11ea-bce5-f49634744a41,-0.01014787
4e3c3902-14ce-11ea-bce5-f49634744a41,-0.010871828
4e3c3903-14ce-11ea-bce5-f49634744a41,-0.009061575
4e3c3904-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c3905-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c3906-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c3907-14ce-11ea-bce5-f49634744a41,0.037667155
4e3c3908-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c3909-14ce-11ea-bce5-f49634744a41,0.038460195
4e3c390a-14ce-11ea-bce5-f49634744a41,0.036751986
4e3c390b-14ce-11ea-bce5-f49634744a41,0.032409012
4e3c390c-14ce-11ea-bce5-f49634744a41,0.039260805
4e3c390d-14ce-11ea-bce5-f49634744a41,0.04795021
4e3c390e-14ce-11ea-bce5-f49634744a41,0.08232039
4e3c390f-14ce-11ea-bce5-f49634744a41,0.12379402
4e3c3910-14ce-11ea-bce5-f49634744a41,0.03360778
4e3c3911-14ce-11ea-bce5-f49634744a41,0.026830256
4e3c3912-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c3913-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c3914-14ce-11ea-bce5-f49634744a41,-0.020291746
4e3c3915-14ce-11ea-bce5-f49634744a41,-0.00990212
4e3c3916-14ce-11ea-bce5-f49634744a41,-0.016833186
4e3c3917-14ce-11ea-bce5-f49634744a41,-0.012293935
4e3c3918-14ce-11ea-bce5-f49634744a41,-0.012293935
4e3c3919-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c391a-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c391b-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c391c-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c391d-14ce-11ea-bce5-f49634744a41,0.037667155
4e3c391e-14ce-11ea-bce5-f49634744a41,0.045906425
4e3c391f-14ce-11ea-bce5-f49634744a41,0.037667155
4e3c3920-14ce-11ea-bce5-f49634744a41,0.032409012
4e3c3921-14ce-11ea-bce5-f49634744a41,0.031615973
4e3c3922-14ce-11ea-bce5-f49634744a41,0.031615973
4e3c3923-14ce-11ea-bce5-f49634744a41,0.08278942
4e3c3924-14ce-11ea-bce5-f49634744a41,0.12379402
4e3c3925-14ce-11ea-bce5-f49634744a41,0.08232039
4e3c3926-14ce-11ea-bce5-f49634744a41,0.03360778
4e3c3927-14ce-11ea-bce5-f49634744a41,0.02455777
4e3c3928-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c3929-14ce-11ea-bce5-f49634744a41,-0.00079894066
4e3c392a-14ce-11ea-bce5-f49634744a41,-0.008473754
4e3c392b-14ce-11ea-bce5-f49634744a41,-0.008473754
4e3c392c-14ce-11ea-bce5-f49634744a41,-0.016833186
4e3c392d-14ce-11ea-bce5-f49634744a41,-0.01416105
4e3c392e-14ce-11ea-bce5-f49634744a41,-0.009525299
4e3c392f-14ce-11ea-bce5-f49634744a41,0.54296637
