Square_ID,target_2019
4e3c3896-14ce-11ea-bce5-f49634744a41,0.010711651115186455
4e3c3897-14ce-11ea-bce5-f49634744a41,0.008264000772940136
4e3c3898-14ce-11ea-bce5-f49634744a41,0.14673884922013541
4e3c3899-14ce-11ea-bce5-f49634744a41,0.13299196144568323
4e3c389a-14ce-11ea-bce5-f49634744a41,0.13264210909801608
4e3c389b-14ce-11ea-bce5-f49634744a41,0.13800826075607087
4e3c389c-14ce-11ea-bce5-f49634744a41,0.13771470587854995
4e3c389d-14ce-11ea-bce5-f49634744a41,0.13748751811728163
4e3c389e-14ce-11ea-bce5-f49634744a41,0.13688816215969446
4e3c389f-14ce-11ea-bce5-f49634744a41,0.01029369158165056
4e3c38a0-14ce-11ea-bce5-f49634744a41,0.010711651115186455
4e3c38a1-14ce-11ea-bce5-f49634744a41,0.008264000772940136
4e3c38a2-14ce-11ea-bce5-f49634744a41,0.13830400205623422
4e3c38a3-14ce-11ea-bce5-f49634744a41,0.13299196144568323
4e3c38a4-14ce-11ea-bce5-f49634744a41,0.13272168496933856
4e3c38a5-14ce-11ea-bce5-f49634744a41,0.13838541857490655
4e3c38a6-14ce-11ea-bce5-f49634744a41,0.1375720674412869
4e3c38a7-14ce-11ea-bce5-f49634744a41,0.13748751811728163
4e3c38a8-14ce-11ea-bce5-f49634744a41,0.13688816215969446
4e3c38a9-14ce-11ea-bce5-f49634744a41,0.13688816215969446
4e3c38aa-14ce-11ea-bce5-f49634744a41,0.1359795437791881
4e3c38ab-14ce-11ea-bce5-f49634744a41,0.1362024214828663
4e3c38ac-14ce-11ea-bce5-f49634744a41,0.13431034870521613
4e3c38ad-14ce-11ea-bce5-f49634744a41,0.005227015284940187
4e3c38ae-14ce-11ea-bce5-f49634744a41,0.010711651115186455
4e3c38af-14ce-11ea-bce5-f49634744a41,-0.0013176040866764624
4e3c38b0-14ce-11ea-bce5-f49634744a41,0.1330203284396965
4e3c38b1-14ce-11ea-bce5-f49634744a41,0.13307153731700572
4e3c38b2-14ce-11ea-bce5-f49634744a41,0.1327186259672829
4e3c38b3-14ce-11ea-bce5-f49634744a41,0.13838541857490655
4e3c38b4-14ce-11ea-bce5-f49634744a41,0.13771470587854995
4e3c38b5-14ce-11ea-bce5-f49634744a41,0.13736790089322135
4e3c38b6-14ce-11ea-bce5-f49634744a41,0.13676854493563417
4e3c38b7-14ce-11ea-bce5-f49634744a41,0.13688816215969446
